id,name,group,section,provisional,country,url,image,pdf
130,PERRO TEJONERO SUECO,"Perros Tipo sabueso, perros de rastro y razas semejantes",Perros tipo sabueso,,SUECIA,https://www.fci.be/es/nomenclature/PERRO-TEJONERO-SUECO-130.html,https://www.fci.be/Nomenclature/Illustrations/130g06.jpg,https://www.fci.be/Nomenclature/Standards/130g06-es.pdf
131,SABUESO SCHILLER,"Perros Tipo sabueso, perros de rastro y razas semejantes",Perros tipo sabueso,,SUECIA,https://www.fci.be/es/nomenclature/SABUESO-SCHILLER-131.html,https://www.fci.be/Nomenclature/Illustrations/131g06.jpg,https://www.fci.be/Nomenclature/Standards/131g06-es.pdf
132,SABUESO HAMILTON,"Perros Tipo sabueso, perros de rastro y razas semejantes",Perros tipo sabueso,,SUECIA,https://www.fci.be/es/nomenclature/SABUESO-HAMILTON-132.html,https://www.fci.be/Nomenclature/Illustrations/132g06.jpg,https://www.fci.be/Nomenclature/Standards/132g06-es.pdf
133,BRACO FRANCÉS - TIPO GASCUÑA,Perros de muestra,Perros de muestra continentales,,FRANCIA,https://www.fci.be/es/nomenclature/BRACO-FRANCES-TIPO-GASCUNA-133.html,https://www.fci.be/Nomenclature/Illustrations/133g07.jpg,https://www.fci.be/Nomenclature/Standards/133g07-es.pdf
134,BRACO FRANCÉS - TIPO PIRINEOS,Perros de muestra,Perros de muestra continentales,,FRANCIA,https://www.fci.be/es/nomenclature/BRACO-FRANCES-TIPO-PIRINEOS-134.html,https://www.fci.be/Nomenclature/Illustrations/134g07.jpg,https://www.fci.be/Nomenclature/Standards/134g07-es.pdf
135,PERRO SUECO DE LAPONIA,Perros tipo spitz y tipo primitivo,Perros nórdicos de guarda y pastoreo,,SUECIA,https://www.fci.be/es/nomenclature/PERRO-SUECO-DE-LAPONIA-135.html,https://www.fci.be/Nomenclature/Illustrations/135g05.jpg,https://www.fci.be/Nomenclature/Standards/135g05-es.pdf
136,CAVALIER KING CHARLES SPANIEL,Perros de compañía,Spaniels ingleses de compañía,,REINO UNIDO,https://www.fci.be/es/nomenclature/CAVALIER-KING-CHARLES-SPANIEL-136.html,https://www.fci.be/Nomenclature/Illustrations/136g09.jpg,https://www.fci.be/Nomenclature/Standards/136g09-es.pdf
137,PERRO DE MONTAÑA DE LOS PIRINEOS,Perros tipo pinscher y schnauzer,Molosoides,,FRANCIA,https://www.fci.be/es/nomenclature/PERRO-DE-MONTANA-DE-LOS-PIRINEOS-137.html,https://www.fci.be/Nomenclature/Illustrations/137g02.jpg,https://www.fci.be/Nomenclature/Standards/137g02-es.pdf
138,PASTOR DE LOS PIRINEOS DE CARA RASA,Perros de pastor y perros boyeros,Perros de pastor,,FRANCIA,https://www.fci.be/es/nomenclature/PASTOR-DE-LOS-PIRINEOS-DE-CARA-RASA-138.html,https://www.fci.be/Nomenclature/Illustrations/138g01.jpg,https://www.fci.be/Nomenclature/Standards/138g01-es.pdf
139,TERRIER IRLANDÉS,Terriers,Terriers de talla grande y media,,IRLANDA,https://www.fci.be/es/nomenclature/TERRIER-IRLANDES-139.html,,https://www.fci.be/Nomenclature/Standards/139g03-es.pdf
140,BOSTON TERRIER,Perros de compañía,Molosoides de talla pequeña,,ESTADOS UNIDOS,https://www.fci.be/es/nomenclature/BOSTON-TERRIER-140.html,,https://www.fci.be/Nomenclature/Standards/140g09-es.pdf
141,PERRO PASTOR DE LOS PIRINEOS DE PELO LARGO,Perros de pastor y perros boyeros,Perros de pastor,,FRANCIA,https://www.fci.be/es/nomenclature/PERRO-PASTOR-DE-LOS-PIRINEOS-DE-PELO-LARGO-141.html,https://www.fci.be/Nomenclature/Illustrations/141g01.jpg,https://www.fci.be/Nomenclature/Standards/141g01-es.pdf
142,TCHUVATCH ESLOVACO,Perros de pastor y perros boyeros,Perros de pastor,,ESLOVAQUIA,https://www.fci.be/es/nomenclature/TCHUVATCH-ESLOVACO-142.html,,https://www.fci.be/Nomenclature/Standards/142g01-es.pdf
